NCM,DESCRICAO
70112002,"AMPOLA DE VIDRO,P/TUBO CATODICO,TELEVISOR POLICROMATICO"
70112099,"OUTS.AMPOLAS/INVOLUCROS,DE VIDRO,P/TUBOS CATODICOS"
70119000,"OUTRAS AMPOLAS/INVOLUCROS,ABERTOS,DE VIDRO,SUAS PARTES"
70119001,"BULBO DE VIDRO,P/VALVULA ELETRONICA/TRANSISTOR"
70119099,"OUTS.AMPOLAS/INVOLUCROS,DE VIDRO,P/OUTS.USOS"
70120000,"AMPOLA DE VIDRO,P/GARRAFA TERMICA/OUT.RECIP.ISOTERMICO"
70131000,"OBJETOS DE VITROCERAMICA,P/SERVICO DE MESA/COZINHA/ETC."
70132100,COPOS DE CRISTAL DE CHUMBO
70132900,OUTS.COPOS DE VIDRO
70133100,"OBJETOS DE CRISTAL DE CHUMBO,P/SERVICO DE MESA/COZINHA"
70133200,"OBJETOS DE VIDRO,COEF<=0,000005/KELVIN,P/SERV.DE MESA/"
70133210,"CAFETEIRAS/CHALEIRAS,DE VIDRO,DILAT.LIN<=0000005KELVIN"
70133290,"OUTS.OBJS.DE VIDRO,P/SERV.MESA/COZINHA,DILAT<=0000005K"
70133900,"OUTS.OBJETOS DE VIDRO,P/SERVICO DE MESA/COZINHA"
70139101,"OBJETOS DE CRISTAL DE CHUMBO,P/SERVICO DE TOUCADOR"
70139102,"OBJETOS DE CRISTAL DE CHUMBO,P/ESCRITORIO"
70139103,"OBJETOS DE CRISTAL DE CHUMBO,P/ORNAMENTACAO INTERIORES"
70139110,"OBJETOS DE CRISTAL DE CHUMBO,P/ORNAMENT.DE INTERIORES"
70139190,"OUTROS OBJS.DE CRISTAL DE CHUMBO,P/TOUCADOR/ESCRITORIO"
70139199,OUTS.OBJETOS DE CRISTAL DE CHUMBO
70139900,"OUTROS OBJETOS DE VIDRO,P/TOUCADOR,ESCRITORIO,ETC."
70139901,"OUTS.OBJETOS DE VIDRO,P/SERVICO DE TOUCADOR"
70139902,"OUTS.OBJETOS DE VIDRO,P/ESCRITORIO"
70139903,"OUTS.OBJETOS DE VIDRO,P/ORNAMENTACAO DE INTERIORES"
70139999,OUTS.OBJETOS DE VIDRO
70140000,"ARTEFATOS DE VIDRO PARA SINALIZACAO,ETC."
70140001,"ELEMENTOS DE VIDRO OPTICO,N/TRABALHADOS"
70140099,"ARTEFATOS P/SINALIZACAO,DE VIDRO"
70151000,"VIDRO P/LENTE CORRETIVA,N/TRABALHADO"
70151010,"VIDRO P/LENTES CORRETIVAS,FOTOCROMAT.N/TRABALH.OPTICAM."
70151091,"VIDRO P/LENTES CORRETIVAS,BRANCO,N/TRABALH.OPTICAMENTE"
70151092,"VIDRO P/LENTES CORRETIVAS,COLORIDO,N/TRABALH.OPTICAM."
70159000,VIDRO P/RELOGIO/APARS.SEMELHS.E ESFERA VIDRO
70159010,VIDRO PARA RELOGIOS
70159020,"VIDRO PARA MASCARAS,OCULOS OU ANTEPAROS,PROTETORES"
70159030,VIDRO PARA OS DEMAIS OCULOS
70159090,"OUTS.VIDROS P/APARS.SEMELH.RELOGIO,ESFERAS DE VIDRO,ETC"
70161000,"CUBOS/PASTILHAS/ETC.DE VIDRO,P/MOSAICO/DECORACAO"
70169000,"BLOCOS,ETC.DE VIDRO PRENSADO/MOLDADO,P/CONSTRUCAO,ETC."
70169001,"BLOCOS/PLACAS/ETC.P/CONSTRUCAO,DE VIDRO PRENSADO/MOLDAD"
70169099,VITRAIS DE VIDRO/VIDRO MULTICELULAR EM BLOCOS/CHAPAS/
70171000,ARTEFATOS DE QUARTZO/OUTRAS SILICAS FUND.P/LABORAT.ETC.
70171001,"LAMINAS/ETC.DE QUARTZO/SILICA FUNDIDA,P/MICROSCOPIOS"
70171099,"ARTEFATOS P/LABORAT/FARMACIA,DE QUARTZO/ETC.GRADUADOS"
70172000,"ARTEFATOS DE OUTS.VIDROS,DILAT<=0000005K,P/LABORAT.ETC"
70172001,"LAMINAS/ETC.DE VIDRO,COEF<=0,000005/KELVIN,P/MICROSCOP."
70172099,"ARTEFS.P/LAB/FARM.DE VIDRO,C<=0000005/KELVIN,GRADUADO"
70179000,"OUTROS ARTEFS.DE VIDRO,P/LABORATORIO,HIGIENE E FARMACIA"
70179001,"LAMINAS/LAMINULAS DE OUTS.VIDROS,P/MICROSCOPIO"
70179099,"ARTEFATOS P/LABORAT/FARMACIA,DE OUTS.VIDROS,GRADUADOS"
70181000,"CONTAS E IMITACOES DE PEROLAS/PEDRAS PRECIOSAS,DE VIDRO"
70181010,CONTAS DE VIDRO
70181020,"IMITACOES DE PEROLAS,PEDRAS PRECIOSAS/SEMI,DE VIDRO"
70181090,OUTROS ARTEFS.DE VIDRO SEMELH.IMITACAO PEDRAS PRECIOSAS
70182000,"MICROESFERA DE VIDRO,DE DIAMETRO <= 1MM"
70189000,OLHOS DE VIDRO/ESTATUETAS/SEMELHS.DE VIDRO
70191001,"FIOS DE VIDRO,NAO CORTADOS ( YARNS )"
70191002,"MECHAS DE VIDRO,LIGEIRAMENTE TORCIDAS ( ROVINGS )"
70191100,"FIOS DE FIBRAS DE VIDRO,CORTADOS,DE COMPRIMENTO<=50MM"
70191200,MECHAS LIGEIRAM.TORCIDAS ( ROVINGS ) DE FIBRAS DE VIDRO
70191900,"OUTRAS MECHAS E FIOS,DE FIBRAS DE VIDRO"
70192001,"TECIDO DE FIBRA DE VIDRO,LISO"
70192002,FITA DE FIBRA DE VIDRO (INCL.FITILHO/CADARCO)
70193100,"ESTEIRAS MATS ,DE FIBRA DE VIDRO,N/TECIDOS"
70193200,"VEUS DE FIBRA DE VIDRO,NAO TECIDOS"
70193900,"MANTAS/COLCHOES/PAINEIS/ETC.DE FIBRA DE VIDRO,N/TECIDOS"
70194000,TECIDOS DE MECHAS LIGEIRAM.TORCIDAS DE FIBRAS DE VIDRO
70195100,"TECIDOS DE FIBRAS DE VIDRO,DE LARGURA<=30CM"
70195210,"TECIDOS DE FIBRAS DE VIDRO,P/FABR.PLACAS CIRCUITO ELETR"
70195290,"OUTROS TECIDOS FIBRAS VIDRO,L>30CM,PTO.TAFETA,P<250G/M2"
70195900,OUTROS TECIDOS DE FIBRAS DE VIDRO
70199000,OUTRAS FIBRAS DE VIDRO E SUAS OBRAS
70199001,LA DE VIDRO
70199002,"CORDAS/CABOS,DE FIBRAS DE VIDRO"
70199099,OUTS.OBRAS DE FIBRA DE VIDRO
70200000,OUTRAS OBRAS DE VIDRO
70200001,"CONTA GOTAS DE VIDRO,EXC.P/LABORATORIO"
70200002,"BOLAS OU ESFERAS,P/MOINHO DE BOLAS,DE QUARTZO FUNDIDO"
70200099,OUTS.OBRAS DE VIDRO
71011000,PEROLAS NATURAIS
71012100,"PEROLAS CULTIVADAS,EM BRUTO"
71012200,"PEROLAS CULTIVADAS,TRABALHADAS,N/MONTADAS,N/ENGASTADAS"
71021000,"DIAMANTES NAO SELECIONADOS,NAO MONTADOS,NEM ENGASTADOS"
71021001,"DIAMANTE EM BRUTO,N/SELECIONADO,N/MONTADO,N/ENGASTADO"
71021099,"DIAMANTE N/SELECIONADO,N/MONTADO,N/ENGASTADO,EXC.BRUTO"
71022100,"DIAMANTE INDUSTRIAL,EM BRUTO/SERRADO/CLIVADO/DESBASTADO"
71022900,"DIAMANTE INDUSTRIAL,EXC.EM BRUTO/SERRADO/CLIVADO/ETC."
71023100,"DIAMANTES N/INDUSTRIAIS,EM BRUTO/SERRADOS/CLIVADOS,ETC."
71023101,"DIAMANTE NAO INDUSTRIAL,EM BRUTO"
71023199,"DIAMANTE NAO INDUSTRIAL,SERRADO/CLIVADO/DESBASTADO"
71023900,"OUTROS DIAMANTES NAO INDUSTRIAIS,N/MONTADOS,N/ENGASTAD."
71023901,"DIAMANTE NAO INDUSTRIAL,LAPIDADO"
71023999,"DIAMANTE NAO INDUSTRIAL,EM OUTS.FORMAS"
71031000,"PEDRAS PRECIOSAS/SEMI,EM BRUTO,SERRADAS OU DESBASTADAS"
71031001,"AGATA EM BRUTO,SERRADA OU DESBASTADA"
71031002,AGUA-MARINHA (BERILO) EM BRUTO/SERRADA/DESBASTADA
71031003,AMETISTA (QUARTZO) EM BRUTO/SERRADA/DESBASTADA
71031004,"ALEXANDRITA (CRISOBERILO),EM BRUTO/SERRADA/DESBASTADA"
71031005,"TOPAZIO IMPERIAL,EM BRUTO/SERRADA/DESBASTADA"
71031006,"TURMALINA ACROITA,EM BRUTO/SERRADA/DESBASTADA"
71031007,"TRIFANIO (ESPODOMENIO),EM BRUTO/SERRADA/DESBASTADA"
71031008,SAFIRA (CORINDON) EM BRUTO/SERRADA/DESBASTADA
71031009,"ALMANDINA (GRANADA),EM BRUTO/SERRADA/DESBASTADA"
71031010,"OPALA NOBRE,EM BRUTO/SERRADA/DESBASTADA"
71031011,ANDALUZITA EM BRUTO/SERRADA/DESBASTADA
71031099,OUTS.PEDRAS PRECIOSAS/ETC.EM BRUTO/SERRADAS/DESBASTADAS
71039100,"RUBIS,SAFIRAS E ESMERALDAS,TRABALHADAS DE OUTRO MODO"
71039101,RUBIS (CORINDONS) TRABALHADOS DE OUT.MODO
71039102,SAFIRA (CORINDON) TRABALHADA DE OUT.MODO
71039103,ESMERALDA (BERILO) TRABALHADA DE OUT.MODO
71039900,"OUTRAS PEDRAS PRECIOSAS/SEMI,TRABALHADAS DE OUTRO MODO"
71039901,AGATA TRABALHADA DE OUT.MODO
71039902,AGUA-MARINHA (BERILO) TRABALHADA DE OUT.MODO
71039903,AMETISTA (QUARTZO) TRABALHADA DE OUT.MODO
71039904,"ALEXANDRITA (CRISOBERILO),TRABALHADA DE OUT.MODO"
71039905,"TOPAZIO IMPERIAL,TRABALHADA DE OUT.MODO"
71039906,"TURMALINA ACROITA,TRABALHADA DE OUT.MODO"
71039907,"TRIFANIO (ESPODOMENIO),TRABALHADA DE OUT.MODO"
71039908,"ALMANDINA (GRANADA),TRABALHADA DE OUT.MODO"
71039909,"TURQUESA,TRABALHADA DE OUT.MODO"
71039910,"OPALA NOBRE,TRABALHADA DE OUT.MODO"
71039911,ANDALUZITA TRABALHADA DE OUT.MODO
71039999,"OUTS.PEDRAS PRECIOSAS/SEMI,TRABALHADAS DE OUT.MODO"
71041000,QUARTZO PIEZOELETRICO
71041001,"QUARTZO PIEZOELETRICO,EM BRUTO"
71041002,"QUARTZO PIEZOELETRICO,LAPIDADO"
71041099,"QUARTZO PIEZOELETRICO,TRABALHADO DE OUT.MODO"
71042001,"OUTS.PEDRAS SINTETICAS/RECONSTITUIDAS,EM BRUTO"
71042010,DIAMANTES SINT/RECONSTIT.EM BRUTO/SERRADOS/DESBASTADOS
71042090,OUTRAS PEDRAS SINT/RECONST.EM BRUTO/SERRADOS/DESBASTAD.
71042099,"OUTS.PEDRAS SINTETICAS/RECONSTITUIDAS,SERRADAS/DESBAST."
71049000,OUTRAS PEDRAS SINT/RECONST.MESMO TRABALHADAS/COMBINADAS
71049001,"RUBI/SAFIRA/ESMERALDA,SINT/RECONST.TRABALH.DE OUT.MODO"
71049099,OUTS.PEDRAS SINTET/RECONST.TRABALHADAS DE OUT.MODO
71051000,PO DE DIAMANTES
71051001,POS DE DIAMANTES NATURAIS
71051002,POS DE DIAMANTES SINTETICOS
71059000,POS DE PEDRA PRECIOSA/SEMIPRECIOSA/SINTETICA
71061000,POS DE PRATA (INCL.PRATA DOURADA OU PLATINADA)
71069100,PRATA EM FORMA BRUTA
71069201,"PRATA EM BARRAS/FIOS/PERFILADOS,DE SECAO MACICA"
71069202,"PRATA EM TUBOS,BARRAS OCAS E SEMELHANTES"
71069203,"PRATA EM CHAPAS,LAMINAS,FOLHAS E TIRAS"
71069210,"PRATA EM BARRAS,FIOS E PERFIS DE SECAO MACICA"
71069220,"PRATA EM CHAPAS,LAMINAS,FOLHAS E TIRAS"
71069290,PRATA EM OUTRAS FORMAS SEMIMANUFATURADAS
71069299,PRATA EM OUT.FORMA SEMIMANUFATURADA
71070000,"METAIS COMUNS FOLHEADOS,ETC.DE PRATA,EM BRUTO,SEMIMANUF"
71070001,"METAL COMUM FOLHEADO/CHAPEADO EM PRATA,EM BARRAS/FIOS/"
71070002,"METAL COMUM FOLHEADO/CHAPEADO EM PRATA,EM CHAPAS/FLS/"
71070099,"METAL COMUM FOLHEADO/CHAPEADO EM PRATA,EM BRUTO/ETC."
71081100,"OURO P/USO N/MONETARIO,EM PO"
71081200,"OURO P/USO N/MONETARIO,EM OUTS.FORMAS BRUTAS"
71081301,"OURO EM BARRAS/FIOS/ETC.SECAO MACICA,P/USO N/MONETARIO"
71081302,OURO EM TUBOS/BARRAS OCAS/ETC.P/USO N/MONETARIO
71081303,"OURO EM CHAPAS/LAMINAS/FOLHAS/TIRAS,P/USO N/MONETARIO"
71081311,"OURO EM BARRAS,FIOS,ETC.DE BULHAO DOURADO,P/USO N/MONET"
71081319,"OUTRAS BARRAS,FIOS,ETC.DE OURO,PARA USO N/MONETARIO"
71081391,"OURO EM OUT.FORMA SEMIMANUF.BULHAO DOURADO,USO N/MONET."
71081399,"OURO EM OUT.FORMA SEMIMANUFATURADA,P/USO N/MONETARIO"
71082000,"OURO EM FORMAS BRUTAS/SEMIMANUFATURADAS,P/USO MONETARIO"
71082001,"OURO EM BRUTO OU EM PO,P/USO MONETARIO"
71082099,"OURO EM OUT.FORMA SEMIMANUFATURADA,P/USO MONETARIO"
71090000,"METAIS COMUNS/PRATA,FOLHEADO/CHAPEADO OURO,EM BRUTO,ETC"
71090001,"METAL COMUM/PRATA,FOLHEADO/CHAPEADO EM OURO,EM BARRAS/"
71090002,"METAL COMUM/PRATA,FOLHEADO/CHAPEADO EM OURO,EM CHAPAS/"
71090099,"METAL COMUM/PRATA,FOLHEADO/CHAPEADO EM OURO,EM BRUTO/"
71101100,PLATINA EM FORMAS BRUTAS OU EM PO
71101901,"PLATINA EM BARRAS/FIOS/PERFILADOS,DE SECAO MACICA"
71101902,PLATINA EM CHAPAS/LAMINAS/FOLHAS/TIRAS
71101903,PLATINA EM TUBOS/BARRAS OCAS/SEMELHANTES
71101910,"PLATINA EM BARRAS,FIOS E PERFIS DE SECAO MACICA"
71101990,PLATINA EM OUTRAS FORMAS SEMIMANUFATURADAS
71101999,PLATINA EM OUTRAS FORMAS SEMIMANUFATURADAS
71102100,PALADIO EM FORMAS BRUTAS OU EM PO
71102101,PALADIO EM PO
71102199,PALADIO EM BRUTO
71102900,PALADIO EM FORMAS SEMIMANUFATURADAS
71102901,"PALADIO EM BARRAS/FIOS/PERFILADOS,DE SECAO MACICA"
71102999,PALADIO EM OUTS.FORMAS SEMIMANUFATURADAS
71103100,RODIO EM BRUTO OU EM PO
71103900,RODIO EM OUT.FORMA SEMIMANUFATURADA
71104100,"IRIDIO,OSMIO E RUTENIO,EM BRUTO OU EM PO"
71104900,"IRIDIO,OSMIO E RUTENIO,EM FORMAS SEMIMANUFATURADAS"
71110000,"METAIS COMUNS/PRATA/OURO,FOLH/CHAP.PLATINA,EM BRUTO,ETC"
71110001,"METAL COMUM/PRATA/OURO,FOLHDO/ETC.EM PLATINA,EM BARRAS/"
71110099,"METAL COMUM/PRATA/OURO,FOLHDO/ETC.EM PLATINA,EM BRUTO/"
71121000,DESPERDICIOS/RESIDS.DE OURO/METAL FOLHEADO/ETC.EM OURO
71122000,DESPERDS/RESIDS.DE PLATINA/METAL FOLHDO/ETC.EM PLATINA
71129000,DESPERDS/RESIDS.DE OUT.METAL PRECIOSO FOLHEADO/CHAPEADO
71131100,"ARTEFATOS P/JOALHERIA,DE PRATA"
71131900,"ARTEFATOS DE JOALHARIA,DE OUTROS METAIS PRECIOSOS,ETC."
71131901,"ARTEFATOS P/JOALHERIA,DE OURO"
71131999,"ARTEFATOS P/JOALHERIA,DE OUT.METAL PRECIOSO"
71132000,"ARTEFATOS DE JOALHARIA,DE METAIS COMUNS FOLH.METAL PREC"
71132001,"ARTEFS.P/JOALHERIA,DE METAL COMUM FOLHEADO/ETC.EM PRATA"
71132002,"ARTEFS.P/JOALHERIA,DE METAL COMUM FOLHEADO/ETC.EM OURO"
71132099,"ARTEFS.P/JOALHERIA,DE METAL COMUM FOLHDO.OUT.METAL PREC"
71141100,"ARTEFATOS P/OURIVESARIA,DE PRATA"
71141900,"ARTEFATOS DE OURIVESARIA,DE OUTROS METAIS PRECIOSOS,ETC"
71141901,"ARTEFATOS P/OURIVESARIA,DE OURO"
71141999,"ARTEFATOS P/OURIVESARIA,DE OUT.METAL PRECIOSO"
71142000,"ARTEFATOS DE OURIVESARIA,DE METAIS COMUNS FOLH.MET.PREC"
71142001,"ARTEFS.P/OURIVESARIA,DE METAL COMUM FOLHDO/ETC.EM PRATA"
71142002,"ARTEFS.P/OURIVESARIA,DE METAL COMUM FOLHDO/ETC.EM OURO"
71142099,"ARTEFS.P/OURIVESARIA,DE METAL FOLHDO.OUT.METAL PRECIOSO"
71151000,"TELAS/GRADES CATALISADORAS,DE PLATINA"
71159000,OUTRAS OBRAS DE METAIS PREC/METAIS FOLH/CHAP.METAL PREC
71159001,"PASTILHAS DE PRATA,P/CONTATOS ELETRICOS"
71159002,OBRAS DE OURO/METAL FOLHEADO/CHAPEADO A OURO
71159003,"PASTILHAS DE PLATINA,P/CONTATOS ELETRICOS"
71161000,OBRAS DE PEROLAS NATURAIS OU CULTIVADAS
71161001,"COLARES DE PEROLA NATURAL/CULTIVADA,COLARES P/ENFIAR"
71161099,OUTS.OBRAS DE PEROLAS NATURAIS OU CULTIVADAS
71162001,OBRAS DE PEDRA PRECIOSA/SEMIPREC.INCL.COLAR C/S FECHO
71162002,"OBRAS DE DIAMANTE SINT.BASE DE METAL DURO,P/FERRAMENTA"
71162010,OBRAS DE DIAMANTES SINTETICOS
71162020,"GUIAS DE AGULHAS,DE RUBI,PARA CABECAS DE IMPRESSAO"
71162090,"OUTRAS OBRAS DE PEDRAS PRECIOSAS/SEMI,SINTET/RECONST."
71162099,OBRAS DE OUT.PEDRA SINTETICA/RECONSTITUIDA
71171100,"ABOTOADURAS E OUTS.BOTOES,DE METAL COMUM"
71171900,OUTRAS BIJUTERIAS DE METAIS COMUNS
71171901,"CHAVEIRO DE METAL COMUM,C/PENDENTE ORNAMENTAL"
71171902,"DISTINTIVOS/EMBLEMAS/INSIGNIAS,DE METAL COMUM"
71171903,"MEDALHAS/MEDALHOES,DE METAL COMUM,EXC.P/ESPORTE/CULTOS"
71171904,"PULSEIRAS DE METAL COMUM,EXC.P/RELOGIOS"
71171905,BRINCOS DE METAL COMUM (BIJUTERIA)
71171906,BROCHES DE METAL COMUM (BIJUTERIA)
71171907,"COLARES E GARGANTILHAS,DE METAL COMUM"
71171999,OUTS.BIJUTERIAS DE METAIS COMUNS
71179000,OUTRAS BIJUTERIAS
71179001,"ABOTOADURAS E OUTS.BOTOES,DE OUTS.MATERIAS"
71179002,"CHAVEIRO DE PLASTICO,C/PENDENTE ORNAMENTAL"
71179003,"DISTINTIVOS/EMBLEMAS/INSIGNIAS,DE PLASTICO"
71179004,"MEDALHAS/MEDALHOES,DE PLASTICO,EXC.P/ESPORTE/CULTOS"
71179005,"PULSEIRAS DE PLASTICO,EXC.P/RELOGIOS"
71179006,BRINCOS DE PLASTICO (BIJUTERIA)
71179007,BROCHES DE PLASTICO (BIJUTERIA)
71179008,"COLARES E GARGANTILHAS,DE PLASTICO"
71179099,"OUTS.OBRAS DE BIJUTERIA,DE PLASTICO"
71181000,"MOEDAS SEM CURSO LEGAL,EXCETO DE OURO"
71181010,MOEDAS DESTINADAS A TER CURSO LEGAL NO PAIS IMPORTADOR
71181090,"OUTRAS MOEDAS SEM CURSO LEGAL,EXCETO DE OURO"
71189000,OUTRAS MOEDAS
71189001,MOEDAS DE OURO
71189002,MOEDAS DE PRATA
71189099,MOEDAS DE OUTROS METAIS
72011000,"FERRO FUNDIDO BRUTO NAO LIGADO,C/PESO<=05% DE FOSFORO"
72011001,"FERRO GUSA,N/LIGADO,PESO<=05% DE FOSFORO"
72011099,"OUTS.FERRO FUNDIDO BRUTO,N/LIGADOS,PESO<=05%FOSFORO"
72012000,"FERRO FUNDIDO BRUTO NAO LIGADO,C/PESO>05% DE FOSFORO"
72012001,"FERRO GUSA,N/LIGADO,PESO>05% DE FOSFORO"
72012099,"OUTS.FERRO FUNDIDO BRUTO,N/LIGADOS,PESO>05% DE FOSFORO"
72013001,LIGAS DE FERRO GUSA
72013099,"LIGAS DE FERRO FUNDIDO BRUTO,EXC.FERRO GUSA"
72014000,FERRO SPIEGEL (ESPECULAR) EM LINGOTES/FORMA PRIMARIA
72015000,"LIGAS DE FERRO FUNDIDO BRUTO,FERRO SPIEGEL (ESPECULAR)"
72021100,"LIGAS DE FERRO-MANGANES,PESO>2% DE CARBONO"
72021900,"LIGAS DE FERRO-MANGANES,PESO<=2% DE CARBONO"
72022100,"LIGAS DE FERRO-SILICIO,PESO>55% DE SILICIO"
72022900,"LIGAS DE FERRO-SILICIO,PESO<=55% DE SILICIO"
72023000,FERROSSILICIO-MANGANES
72023001,"LIGAS DE FERRO-SILICIO-MANGANES,PESO>15% DE MANGANES"
72023099,OUTS.LIGAS DE FERRO-SILICIO-MANGANES
72024100,"LIGAS DE FERRO-CROMO,PESO>4% DE CARBONO"
72024900,"LIGAS DE FERRO-CROMO,PESO<=4% DE CARBONO"
72025000,LIGAS DE FERRO-SILICIO-CROMO
72026000,LIGAS DE FERRO-NIQUEL
72027000,LIGAS DE FERRO-MOLIBDENIO
72028000,LIGAS DE FERRO-TUNGSTENIO/FERRO-SILICIO-TUNGSTENIO
72029100,LIGAS DE FERRO-TITANIO/FERRO-SILICIO-TITANIO
72029200,LIGAS DE FERRO-VANADIO
72029300,LIGAS DE FERRO-NIOBIO
72029901,LIGAS DE FERRO-ALUMINIO
72029902,LIGAS DE FERRO-ZIRCONIO
72029903,"LIGAS DE FERRO-FOSFORO,PESO<15% DE FOSFORO"
72029910,FERROFOSFOROS
72029990,OUTROS FERROLIGAS
72029999,OUTS.LIGAS DE FERRO
72031000,PRODS.FERROSOS DA REDUCAO DIRETA DO MINERIO DE FERRO
72039000,"PRODS.FERROSOS ESPONJOSOS,EM PEDACOS/ESFERAS/SEMELHS."
72041000,"DESPERDICIOS/RESIDUOS/SUCATA,DE FERRO FUNDIDO"
72042100,"DESPERDICIOS/RESIDUOS/SUCATA,DE LIGAS DE ACO INOXIDAVEL"
72042900,"DESPERDICIOS/RESIDUOS/SUCATA,DE LIGAS DE OUTS.ACOS"
72043000,"DESPERDICIOS/RESIDUOS/SUCATA,DE FERRO/ACO,ESTANHADOS"
72044100,RESIDUOS DO TORNO/DA FRESA/APARAS/LASCAS/LIMALHA/ETC.
72044900,"OUTS.DESPERDICIOS/RESIDUOS/SUCATA,DE FERRO/ACO"
72045000,"DESPERDICIOS DE FERRO/ACO,EM LINGOTES"
72051000,"GRANALHAS DE FERRO FUNDIDO BRUTO, SPIEGEL ,FERRO OU ACO"
72051001,GRANALHA DE POLIMENTO DE FERRO FUNDIDO BRUTO/FERRO/ACO
72051099,"GRANALHA DE FERRO FUNDIDO/FERRO/ACO,EXC.DE POLIMENTO"
72052100,POS DE LIGAS DE ACO
72052900,"POS DE FERRO FUNDIDO BRUTO/FERRO/ACO,EXC.DE LIGA DE ACO"
72052910,"POS DE FERRO ESPONJOSO,TEOR EM PESO>=98% DE FERRO"
72052990,"OUTS.POS DE FERRO FUNDIDO BRUTO, SPIEGEL ,FERRO OU ACO"
72061000,"FERRO E ACOS,EM LINGOTES"
72061001,"FERRO/ACO N/LIGADO,CARBONO<025%,EM LINGOTES"
72061002,"FERRO/ACO N/LIGADO,025%<=CARBONO<06%,EM LINGOTES"
72061003,"FERRO/ACO N/LIGADO,CARBONO>=06%,EM LINGOTES"
72069000,FERRO E ACOS NAO LIGADOS OU EM OUTRAS FORMAS PRIMARIAS
72069001,"FERRO/ACO N/LIGADO,CARBONO<025%,EM OUT.FORMA PRIMARIA"
72069002,"FERRO/ACO N/LIGADO,025%<=C<060%,EM OUT.FORMA PRIMARIA"
72069003,"FERRO/ACO N/LIGADO,CARBONO>=06%,EM OUT.FORMA PRIMARIA"
72071101,"SEMIMANUF.FERRO/ACO,C<025%,SEC.TRANSV.QUADR.VAZ.L<2XE"
72071110,"BILLETS DE FERRO/ACO,C<025%,SEC.TRANSV.QUAD/RET.L<2E"
72071190,"OUTS.PRODS.SEMIMANUF.FERRO/ACO,C<025%,SEC.TRANSV.L<2E"
72071199,"OUTS.SEMIMANUF.FERRO/ACO,C<025%,SEC.TRANSV.QUADR.L<2XE"
72071200,"OUTROS PRODS.SEMIMANUF.FERRO/ACO,C<025%,SEC.TRANSV.RET"
72071201,"OUTS.SEMIMANUF.FERRO/ACO,C<025%,SEC.TRANSV.RETANG.VAZ."
72071299,"OUTS.SEMIMANUF.FERRO/ACO,C<025%,SEC.TRANSV.RETANG."
72071900,"OUTS.PRODS.SEMIMANUF.FERRO/ACO,N/LIGADOS,CARBONO<025%"
72071901,"OUTS.SEMIMANUF.FERRO/ACO,C<025%,VAZAM.CONTINUO"
72071999,"OUTS.SEMIMANUF.FERRO/ACO,C<025%"
72072000,"PRODS.SEMIMANUFAT.DE FERRO/ACO,N/LIGADOS,CARBONO>=025%"
72072001,"SEMIMANUF.FERRO/ACO,025%<=CARBONO<06%,VAZAM.CONTINUO"
72072099,"OUTS.SEMIMANUF.FERRO/ACO,CARBONO<06%"
72081000,"LAMIN.FERRO/ACO,QUENTE,L>=60CM,ROLO,MOTIVO EM RELEVO"
72081100,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>10MM,L>=6DM"
72081200,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=475MM,L>=6DM"
72081300,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=3MM,L>=6DM"
72081400,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E<3MM,L>=6DM"
72082101,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>10MM,C<025%"
72082102,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>10MM,C<06%"
72082103,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>10MM,C>=06%"
72082201,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=47MM,C<025%"
72082202,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=47MM,C<06%"
72082203,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=47MM,C>=06%"
72082301,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=3MM,C<025%"
72082302,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=3MM,C<06%"
72082303,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E>=3MM,C>=06%"
72082401,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E<3MM,C<025%"
72082402,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E<3MM,C<06%"
72082403,"LAMINADO PLANO,FERRO/ACO,A QUENTE,ROLO,E<3MM,C>=06%"
72082500,"LAMIN.FERRO/ACO,QUENTE,L>=60CM,ROLO,DECAP.E>=475MM"
72082610,"LAMIN.FERRO/ACO,QUENTE,L>=60CM,ROLO,DECAP.E>=3MM,355MPA"
72082690,"OUTS.LAMIN.FERRO/ACO,L>=6DM,QUENTE,ROLOS,DECAP3<=E<4MM"
72082710,"LAMIN.FERRO/ACO,QUENTE,L>=60CM,ROLO,DECAP.E<3MM,275MPA"
72082790,"OUTROS LAMIN.FERRO/ACO,L>=6DM,QUENTE,ROLOS,DECAP.E<3MM"
72083100,"LAMINADO PLANO,FERRO/ACO,A QUENTE,L<=1250MM,E>=4MM"
